connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,fragment_errors,service_type,destination_syn_error_rate,destination_bytes,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
0,0.01,0.0,SF,13,0.04,tcp,0.0,0.0,255,0,http,0.0,2686,1,73,0.0,0.0,normal
0,0.1,0.14,SF,1,0.0,udp,0.0,0.0,13,0,private,0.0,145,0,21,0.0,0.0,normal
0,0.27,0.08,SF,2,0.03,tcp,0.0,0.02,60,0,ftp_data,0.01,0,1,240,0.0,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.25,0.0,255,0,http,0.0,411,1,255,0.0,0.0,normal
0,0.0,0.0,SF,3,0.02,tcp,0.0,0.0,255,0,http,0.0,25683,1,203,0.0,0.0,normal
0,0.01,0.0,SF,17,0.04,tcp,0.14,0.0,255,0,http,0.0,260,1,110,0.0,0.0,normal
7034,0.99,0.82,SF,1,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,255,0.0,0.0,normal
0,1.0,0.0,SF,1,0.02,tcp,0.19,0.0,255,0,http,0.0,2809,1,1,0.0,0.0,normal
0,0.2,0.0,SF,5,0.05,tcp,0.0,0.0,255,0,http,0.0,2859,1,5,0.0,0.0,normal
0,0.09,0.0,SF,1,0.04,tcp,0.12,0.0,255,0,http,0.0,13110,1,11,0.0,0.0,normal
0,0.01,0.0,SF,4,0.04,tcp,0.12,0.0,255,0,http,0.01,2125,1,129,0.0,0.0,normal
0,0.23,0.06,SF,2,0.0,udp,0.0,0.0,11,0,ntp_u,0.0,48,0,48,0.0,1.0,normal
0,0.0,0.01,SF,204,0.0,udp,0.01,0.0,166,0,domain_u,0.0,112,0,255,0.0,0.0,normal
0,0.27,0.04,SF,2,0.02,tcp,0.0,0.0,89,0,ftp_data,0.0,0,0,81,0.01,0.0,normal
0,0.01,0.0,SF,29,0.05,tcp,0.0,0.0,255,0,http,0.0,1010,1,74,0.0,0.0,normal
0,1.0,0.0,SF,1,0.02,tcp,0.25,0.0,255,0,http,0.0,329,1,1,0.0,0.0,normal
0,0.11,0.02,SF,22,0.0,tcp,0.0,0.0,28,0,ftp_data,0.0,0,1,255,0.76,0.0,normal
0,0.01,0.0,SF,16,0.04,tcp,0.13,0.0,255,0,http,0.0,1228,1,67,0.0,0.0,normal
0,0.0,0.0,SF,5,0.01,tcp,0.0,0.0,255,0,http,0.0,1042,1,249,0.0,0.0,normal
0,0.0,0.01,SF,1,0.0,tcp,0.29,0.0,251,0,http,0.0,2698,1,255,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.1,0.0,255,0,http,0.0,354,1,255,0.0,0.0,normal
0,0.02,0.0,REJ,1,0.09,tcp,0.0,0.0,251,0,http,0.0,0,0,57,1.0,0.0,normal
0,0.0,0.0,SF,138,0.0,udp,0.0,0.0,255,0,domain_u,0.0,122,0,255,0.0,0.0,normal
0,0.01,0.0,SF,10,0.02,tcp,0.0,0.01,255,0,http,0.0,1728,1,94,0.0,0.0,normal
32,0.02,0.0,SF,11,0.05,tcp,0.14,0.0,255,0,http,0.0,128,1,44,0.0,0.0,normal
0,0.01,0.03,SF,1,0.0,tcp,0.0,0.0,141,0,smtp,0.0,326,1,255,0.0,0.0,normal
0,0.45,0.08,SF,2,0.0,tcp,0.0,0.02,102,0,ftp_data,0.01,0,1,255,0.0,0.0,normal
0,0.5,0.0,SF,2,0.1,tcp,0.0,0.0,20,0,http,0.0,1705,1,2,0.0,0.0,normal
0,0.02,0.0,SF,2,0.04,tcp,0.19,0.0,255,0,http,0.0,25519,1,49,0.0,0.0,normal
0,0.0,0.0,SF,1,0.0,tcp,0.0,0.0,255,0,http,0.0,33586,1,255,0.0,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.0,0.0,255,0,http,0.0,609,1,255,0.0,0.0,normal
0,0.03,0.0,SF,4,0.01,tcp,0.0,0.0,255,0,http,0.0,1905,1,32,0.0,0.0,normal
3,0.01,0.05,SF,1,0.01,tcp,0.0,0.01,191,0,smtp,0.0,331,1,96,0.0,0.0,normal
1,0.02,0.08,SF,1,0.01,tcp,1.0,0.0,189,0,smtp,0.0,325,1,49,0.0,0.0,normal
0,1.0,0.0,SF,1,0.03,tcp,0.0,0.0,255,0,http,0.0,3504,1,1,0.0,0.0,normal
0,0.03,0.0,SF,10,0.01,tcp,0.0,0.0,255,0,http,0.0,379,1,39,0.0,0.0,normal
0,0.02,0.0,SF,16,0.07,tcp,0.0,0.0,255,0,http,0.0,620,1,50,0.0,0.0,normal
0,0.71,0.07,SF,8,0.0,tcp,0.0,0.0,20,0,ftp_data,0.0,0,0,28,0.0,0.0,normal
0,0.0,0.01,SF,261,0.0,udp,0.01,0.0,222,0,domain_u,0.0,111,0,255,0.0,0.0,normal
0,0.0,0.0,SF,12,0.0,tcp,0.21,0.0,255,0,http,0.0,1433,1,255,0.0,0.0,normal
0,0.0,0.0,SF,14,0.01,tcp,0.0,0.0,255,0,http,0.0,1918,1,241,0.0,0.0,normal
0,0.17,0.0,REJ,1,0.14,tcp,0.0,0.0,255,0,http,0.0,0,0,6,1.0,0.0,normal
0,0.0,0.0,SF,22,0.0,tcp,0.0,0.01,255,0,http,0.01,4624,1,255,0.0,0.0,normal
0,0.03,0.01,SF,10,0.0,icmp,0.0,0.0,8,0,urp_i,0.0,0,0,255,0.0,0.2,normal
0,0.92,0.17,SF,5,0.03,tcp,0.33,0.0,73,0,ftp_data,0.0,0,1,12,0.0,0.0,normal
0,0.0,0.0,SF,17,0.0,tcp,0.0,0.0,255,0,http,0.0,255,1,255,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.0,0.0,255,0,http,0.0,488,1,255,0.0,0.0,normal
0,0.02,0.02,SF,2,0.0,udp,0.67,0.0,124,0,domain_u,0.0,43,0,127,0.0,0.0,normal
0,0.33,0.0,REJ,1,0.08,tcp,0.0,0.0,255,0,http,0.0,0,0,3,1.0,0.0,normal
0,0.01,0.0,SF,11,0.03,tcp,0.17,0.0,255,0,http,0.0,498,1,83,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.05,0.0,255,0,http,0.0,1145,1,255,0.0,0.0,normal
0,0.0,0.0,SF,13,0.0,tcp,0.13,0.0,255,0,http,0.0,785,1,255,0.0,0.0,normal
0,0.0,0.0,SF,14,0.0,tcp,0.19,0.0,255,0,http,0.0,4143,1,255,0.0,0.0,normal
0,0.01,0.0,SF,1,0.02,tcp,0.0,0.0,255,0,http,0.0,9648,1,92,0.0,0.0,normal
0,0.01,0.01,SF,1,0.0,udp,0.0,0.0,190,0,private,0.0,147,0,192,0.0,0.0,normal
0,0.0,0.0,SF,11,0.0,tcp,0.0,0.0,255,0,http,0.0,454,1,255,0.0,0.0,normal
0,0.5,0.0,SF,2,0.04,tcp,0.25,0.0,255,0,http,0.0,25078,1,2,0.0,0.0,normal
0,0.17,0.0,REJ,1,0.11,tcp,0.0,0.0,114,0,http,0.0,0,0,6,1.0,0.0,normal
0,0.06,0.0,SF,1,0.06,tcp,1.0,0.0,255,0,http,0.0,234,1,16,0.0,0.0,normal
0,0.5,0.0,REJ,2,0.3,tcp,0.67,0.0,10,0,http,0.0,0,0,2,1.0,0.0,normal
0,0.86,0.29,SF,2,0.04,tcp,0.0,0.0,57,0,ftp_data,0.0,0,1,7,0.0,0.0,normal
0,0.0,0.0,SF,13,0.0,tcp,0.11,0.0,255,0,http,0.0,3200,1,255,0.0,0.0,normal
0,0.0,0.01,SF,1,0.0,tcp,0.0,0.66,122,0,smtp,0.62,386,1,255,0.0,0.0,normal
0,0.0,0.0,SF,15,0.0,tcp,0.23,0.0,255,0,http,0.0,702,1,255,0.0,0.0,normal
0,0.02,0.08,SF,1,0.0,tcp,0.0,0.0,31,0,smtp,0.0,329,1,61,0.0,0.0,normal
0,0.01,0.0,SF,1,0.05,tcp,0.0,0.0,255,0,http,0.0,9785,1,83,0.0,0.0,normal
12124,0.01,0.03,SF,1,0.0,tcp,0.0,0.08,24,0,telnet,0.01,7461,1,169,0.01,0.0,normal
0,0.0,0.01,SF,2,0.0,tcp,0.0,0.0,248,0,http,0.0,1380,1,255,0.0,0.0,normal
0,0.01,0.0,SF,23,0.0,tcp,0.0,0.0,255,0,http,0.0,1752,1,255,0.0,0.0,normal
0,0.01,0.03,SF,1,0.01,tcp,0.0,0.0,188,0,smtp,0.0,327,1,124,0.0,0.0,normal
0,0.01,0.02,SF,114,0.0,udp,0.03,0.0,169,0,domain_u,0.0,43,0,234,0.0,0.0,normal
0,0.03,0.0,SF,13,0.02,tcp,0.0,0.0,255,0,http,0.0,3881,1,29,0.0,0.0,normal
0,0.0,0.0,SF,31,0.0,udp,0.08,0.0,255,0,domain_u,0.0,135,0,255,0.0,0.0,normal
0,1.0,0.0,SF,1,0.05,tcp,0.14,0.0,255,0,http,0.0,8091,1,1,0.0,0.0,normal
0,0.01,0.0,REJ,1,0.02,tcp,0.29,0.0,242,0,http,0.0,0,0,119,0.76,0.0,normal
0,0.03,0.0,SF,11,0.03,tcp,0.18,0.01,255,0,http,0.0,3290,1,35,0.0,0.0,normal
0,0.0,0.01,SF,241,0.0,udp,0.01,0.0,253,0,domain_u,0.0,130,0,255,0.0,0.0,normal
0,0.25,0.0,REJ,1,0.22,tcp,1.0,0.01,254,0,http,0.0,0,0,4,1.0,0.0,normal
0,0.2,0.0,SF,5,0.04,tcp,0.0,0.0,255,0,http,0.0,2602,1,5,0.0,0.0,normal
0,0.0,0.0,SF,12,0.0,tcp,0.17,0.0,255,0,http,0.0,406,1,255,0.0,0.0,normal
0,0.03,0.0,SF,4,0.09,tcp,0.0,0.0,81,0,http,0.0,820,1,31,0.0,0.0,normal
7070,1.0,0.81,SF,5,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,255,0.0,0.6,normal
0,0.41,0.06,SF,5,0.0,tcp,0.0,0.0,1,0,other,0.01,0,1,99,0.01,0.6,normal
1,0.01,0.05,SF,1,0.0,tcp,1.0,0.0,52,0,smtp,0.0,326,1,92,0.0,0.0,normal
0,0.0,0.0,SF,4,0.02,tcp,0.0,0.01,255,0,http,0.01,22792,1,239,0.0,0.0,normal
0,0.5,0.0,SF,1,0.0,tcp,0.0,0.0,2,0,http,0.0,423,1,2,0.5,0.0,normal
0,0.0,0.0,SF,3,0.0,tcp,0.0,0.0,255,0,http,0.0,397,1,255,0.0,0.0,normal
0,0.0,0.0,SF,6,0.0,tcp,0.09,0.0,255,0,http,0.0,1565,1,255,0.0,0.0,normal
0,0.02,0.0,SF,2,0.02,tcp,0.0,0.0,255,0,http,0.0,3090,1,52,0.0,0.0,normal
0,0.01,0.03,SF,1,0.0,tcp,0.0,0.0,109,0,smtp,0.0,315,1,187,0.0,0.0,normal
0,0.01,0.0,SF,18,0.04,tcp,0.13,0.0,255,0,http,0.01,3616,1,103,0.0,0.0,normal
0,0.06,0.0,SF,16,0.02,tcp,0.15,0.0,255,0,http,0.0,4713,1,16,0.0,0.0,normal
0,0.01,0.0,SF,3,0.02,tcp,0.5,0.0,255,0,http,0.0,1319,1,98,0.0,0.0,normal
0,0.01,0.0,SF,18,0.02,tcp,0.0,0.0,255,0,http,0.0,318,1,102,0.0,0.0,normal
0,0.0,0.0,SF,2,0.0,tcp,0.0,0.0,255,0,http,0.0,1268,1,255,0.0,0.0,normal
0,0.05,0.0,SF,2,0.02,tcp,0.67,0.0,255,0,http,0.0,2826,1,22,0.0,0.0,normal
4,0.01,0.04,SF,1,0.0,tcp,1.0,0.0,70,0,smtp,0.01,331,1,120,0.0,0.0,normal
33,0.02,0.0,SF,1,0.01,tcp,0.25,0.0,255,0,http,0.0,270,1,42,0.0,0.0,normal
0,1.0,0.0,SF,2,0.0,icmp,0.0,0.0,202,0,ecr_i,0.0,0,0,202,0.0,0.0,normal
0,0.0,0.0,SF,8,0.0,tcp,0.0,0.0,255,0,http,0.0,3516,1,255,0.0,0.0,normal
1334,0.8,0.51,SF,5,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,95,0.0,0.6,normal
3,0.01,0.03,SF,1,0.01,tcp,0.0,0.0,142,0,smtp,0.0,443,1,152,0.0,0.0,normal
8,0.0,0.03,SF,1,0.0,tcp,0.0,0.0,114,0,smtp,0.0,363,1,255,0.0,0.0,normal
0,0.09,0.0,SF,11,0.04,tcp,0.0,0.0,255,0,http,0.0,10378,1,11,0.0,0.0,normal
0,0.0,0.0,SF,117,0.0,udp,0.01,0.0,255,0,domain_u,0.0,134,0,255,0.0,0.0,normal
1,0.01,0.04,SF,1,0.02,tcp,0.0,0.0,113,0,smtp,0.0,331,1,114,0.0,0.0,normal
0,0.33,0.0,SF,3,0.02,tcp,0.0,0.01,255,0,http,0.33,12085,1,3,0.0,0.0,normal
0,0.01,0.0,SF,14,0.04,tcp,0.0,0.0,255,0,http,0.0,2776,1,135,0.0,0.0,normal
0,0.0,0.0,SF,1,0.04,tcp,0.17,0.0,247,0,http,0.0,23875,1,211,0.0,0.0,normal
0,0.0,0.0,SF,7,0.0,tcp,0.0,0.0,255,0,http,0.0,443,1,255,0.0,0.0,normal
0,0.0,0.01,SF,5,0.0,udp,0.0,0.0,243,0,private,0.0,146,0,255,0.0,0.6,normal
0,0.01,0.0,SF,114,0.0,udp,0.01,0.0,255,0,domain_u,0.0,46,0,255,0.0,0.0,normal
0,0.0,0.0,S1,3,0.0,tcp,0.5,0.0,255,0,http,0.0,321,1,255,0.0,0.0,normal
0,0.0,0.0,SF,7,0.0,tcp,0.23,0.0,255,0,http,0.0,3462,1,255,0.0,0.0,normal
0,1.0,0.0,SF,1,0.01,tcp,0.0,0.0,255,0,http,0.0,5044,1,1,0.0,0.0,normal
0,0.02,0.0,SF,3,0.03,tcp,0.5,0.0,255,0,http,0.0,957,1,42,0.0,0.0,normal
0,1.0,0.0,SF,1,0.01,tcp,0.0,0.0,255,0,http,0.0,2115,1,1,0.0,0.0,normal
1079,0.77,0.02,SF,4,0.0,udp,0.0,0.0,83,0,domain_u,0.0,45,0,108,0.0,0.0,normal
0,0.01,0.0,SF,1,0.03,tcp,0.0,0.0,255,0,http,0.0,381,1,108,0.0,0.0,normal
0,0.01,0.0,SF,9,0.04,tcp,0.0,0.0,255,0,http,0.0,1993,1,134,0.01,0.0,normal
0,0.17,0.0,REJ,1,0.01,tcp,0.0,0.0,247,0,http,0.0,0,0,6,1.0,0.0,normal
0,0.0,0.01,SF,206,0.0,udp,0.01,0.0,169,0,domain_u,0.0,154,0,208,0.0,0.01,normal
0,0.01,0.02,SF,1,0.02,tcp,0.0,0.0,126,0,smtp,0.0,336,1,81,0.0,0.0,normal
0,0.0,0.01,SF,286,0.0,udp,0.0,0.0,254,0,domain_u,0.0,78,0,255,0.0,0.0,normal
0,0.0,0.0,SF,119,0.0,udp,0.01,0.0,255,0,domain_u,0.0,128,0,255,0.0,0.0,normal
0,0.05,0.0,SF,14,0.03,tcp,0.0,0.0,255,0,http,0.0,539,1,19,0.21,0.0,normal
0,0.01,0.01,SF,89,0.0,udp,0.01,0.0,254,0,domain_u,0.0,42,0,255,0.0,0.02,normal
0,0.01,0.01,SF,92,0.0,udp,0.02,0.0,254,0,domain_u,0.0,46,0,255,0.0,0.0,normal
0,0.0,0.0,SF,12,0.0,tcp,0.15,0.0,255,0,http,0.0,10481,1,255,0.0,0.0,normal
0,0.01,0.0,SF,14,0.02,tcp,0.22,0.0,255,0,http,0.0,5872,1,173,0.0,0.0,normal
2,0.02,0.15,SF,1,0.01,tcp,1.0,0.0,158,0,smtp,0.0,363,1,41,0.0,0.0,normal
0,0.0,0.0,SF,87,0.0,udp,0.01,0.0,255,0,domain_u,0.0,131,0,255,0.0,0.0,normal
2005,0.95,0.64,SF,1,0.0,udp,0.0,0.0,2,0,other,0.0,105,0,255,0.0,0.0,normal
0,0.16,0.05,SF,2,0.03,tcp,0.0,0.0,60,0,ftp_data,0.0,0,0,99,0.0,0.0,normal
0,0.16,0.05,SF,2,0.07,tcp,0.0,0.0,43,0,ftp_data,0.0,0,0,57,0.0,0.0,normal
0,0.01,0.0,SF,18,0.02,tcp,0.21,0.01,255,0,http,0.0,540,1,162,0.0,0.0,normal
1,0.02,0.09,SF,1,0.01,tcp,1.0,0.0,243,0,smtp,0.0,521,1,47,0.0,0.0,normal
0,0.0,0.0,SF,17,0.0,tcp,0.0,0.0,255,0,http,0.0,9703,1,255,0.0,0.0,normal
0,0.22,0.05,SF,2,0.04,tcp,0.0,0.0,48,0,ftp_data,0.0,0,1,105,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.0,0.0,255,0,http,0.0,14561,1,255,0.0,0.0,normal
0,0.09,0.0,SF,5,0.04,tcp,0.33,0.0,255,0,http,0.0,8546,1,11,0.0,0.0,normal
9033,0.96,0.73,SF,1,0.0,udp,0.0,0.0,1,0,other,0.0,105,0,255,0.0,0.0,normal
0,0.1,0.0,SF,2,0.04,tcp,0.8,0.0,255,0,http,0.0,3796,1,10,0.0,0.0,normal
0,0.0,0.03,SF,1,0.0,tcp,0.0,0.01,143,0,smtp,0.0,334,1,255,0.0,0.0,normal
0,0.0,0.0,SF,1,0.0,tcp,0.0,0.0,255,0,http,0.0,3313,1,255,0.0,0.0,normal
0,0.03,0.0,SF,4,0.02,tcp,0.4,0.0,255,0,http,0.0,6731,1,34,0.0,0.0,normal
0,0.0,0.0,SF,29,0.0,tcp,0.07,0.0,255,0,http,0.0,1691,1,255,0.0,0.0,normal
0,0.01,0.0,SF,2,0.02,tcp,0.0,0.0,255,0,http,0.01,1875,1,166,0.0,0.0,normal
0,0.12,0.05,SF,5,0.0,tcp,0.0,0.0,1,0,other,0.01,0,0,129,0.0,0.4,normal
0,0.33,0.0,SF,3,0.03,tcp,0.5,0.0,255,0,http,0.0,465,1,3,0.0,0.0,normal
0,0.07,0.0,SF,5,0.01,tcp,0.0,0.0,255,0,http,0.0,260,1,15,0.0,0.0,normal
0,0.03,0.0,SF,12,0.01,tcp,0.0,0.0,255,0,http,0.0,16802,1,39,0.0,0.0,normal
0,0.01,0.0,SF,7,0.02,tcp,0.25,0.0,255,0,http,0.0,1401,1,89,0.0,0.0,normal
0,0.01,0.0,SF,1,0.02,tcp,0.13,0.0,254,0,http,0.0,1892,1,96,0.0,0.0,normal
0,0.01,0.0,SF,5,0.0,tcp,0.25,0.0,148,0,http,0.0,2295,1,148,0.0,0.0,normal
0,0.05,0.0,SF,21,0.05,tcp,0.06,0.0,118,0,http,0.0,17893,1,21,0.0,0.0,normal
0,0.34,0.04,SF,13,0.02,tcp,0.0,0.0,94,0,ftp_data,0.0,0,1,127,0.0,0.0,normal
0,0.0,0.01,SF,104,0.0,udp,0.02,0.0,253,0,domain_u,0.0,83,0,255,0.0,0.02,normal
0,0.06,0.01,SF,2,0.0,icmp,0.0,0.0,2,0,eco_i,0.0,0,0,255,0.0,1.0,normal
0,0.2,0.0,SF,5,0.04,tcp,0.25,0.0,255,0,http,0.0,1040,1,5,0.0,0.0,normal
0,0.01,0.0,REJ,1,0.1,tcp,0.0,0.0,249,0,http,0.0,0,0,113,0.35,0.0,normal
0,0.66,0.01,SF,4,0.0,icmp,0.0,0.0,36,0,eco_i,0.0,0,0,255,0.0,0.5,normal
5831,0.91,0.54,SF,1,0.0,udp,0.0,0.0,4,0,other,0.0,105,0,255,0.0,0.0,normal
0,0.0,0.0,SF,250,0.0,udp,0.01,0.0,255,0,domain_u,0.0,72,0,255,0.0,0.01,normal
0,0.05,0.21,SF,1,0.02,tcp,0.0,0.0,133,0,smtp,0.0,283,1,19,0.0,0.0,normal
2,0.2,0.0,SF,1,0.0,tcp,1.0,0.0,5,0,smtp,0.0,327,1,5,0.0,0.0,normal
0,0.05,0.0,SF,22,0.02,tcp,0.0,0.0,255,0,http,0.0,8004,1,22,0.0,0.0,normal
0,0.0,0.0,SF,4,0.0,tcp,0.17,0.0,255,0,http,0.0,27062,1,255,0.0,0.0,normal
0,0.0,0.01,SF,203,0.0,udp,0.0,0.0,254,0,domain_u,0.0,45,0,255,0.0,0.01,normal
0,0.0,0.01,SF,3,0.0,udp,0.0,0.0,254,0,domain_u,0.0,91,0,255,0.0,0.0,normal
0,0.16,0.1,SF,2,0.02,tcp,0.0,0.0,111,0,ftp_data,0.0,0,1,49,0.0,0.0,normal
0,0.0,0.0,SF,20,0.0,tcp,0.0,0.0,255,0,http,0.0,274,1,255,0.0,0.0,normal
0,0.09,0.0,SF,1,0.06,tcp,0.0,0.0,255,0,http,0.0,1948,1,11,0.0,0.0,normal
0,0.0,0.0,SF,8,0.0,tcp,0.17,0.0,255,0,http,0.0,955,1,255,0.0,0.0,normal
0,0.12,0.0,SF,1,0.03,tcp,0.23,0.0,255,0,http,0.0,5859,1,8,0.0,0.0,normal
0,0.0,0.0,SF,139,0.0,udp,0.01,0.0,255,0,domain_u,0.0,131,0,255,0.0,0.0,normal
0,0.01,0.06,SF,1,0.0,tcp,0.0,0.0,1,0,pop_3,0.0,7466,1,78,0.0,0.0,normal
0,0.01,0.03,SF,1,0.01,tcp,1.0,0.0,222,0,smtp,0.0,333,1,152,0.01,0.0,normal
0,0.01,0.0,SF,61,0.02,tcp,0.03,0.0,255,0,http,0.0,3351,1,147,0.0,0.0,normal
0,0.0,0.0,SF,10,0.0,tcp,0.0,0.0,255,0,http,0.0,5939,1,255,0.0,0.0,normal
2,0.0,0.53,SF,1,0.0,tcp,0.0,0.0,46,0,smtp,0.0,323,1,255,0.0,0.0,normal
0,0.0,0.0,SF,16,0.0,tcp,0.0,0.0,255,0,http,0.0,1080,1,255,0.0,0.0,normal
0,0.25,0.0,REJ,2,0.2,tcp,0.0,0.0,253,0,http,0.0,0,0,4,1.0,0.0,normal
0,0.01,0.0,SF,28,0.0,tcp,0.06,0.0,255,0,http,0.0,1329,1,255,0.0,0.0,normal
12,0.1,0.2,SF,1,0.0,tcp,0.0,0.11,9,0,X11,0.1,16064,1,10,0.1,0.0,normal
0,0.0,0.0,S1,1,0.0,tcp,0.0,0.0,255,0,http,0.0,14600,1,255,0.0,0.0,normal
0,0.03,0.0,SF,30,0.03,tcp,0.0,0.01,255,0,http,0.0,480,1,30,0.0,0.0,normal
0,0.01,0.07,SF,1,0.0,tcp,0.0,0.0,53,0,smtp,0.0,328,1,81,0.0,0.0,normal
0,0.16,0.65,SF,2,0.05,tcp,0.0,0.0,44,0,ftp_data,0.0,0,1,110,0.58,0.0,normal
0,0.01,0.0,SF,6,0.05,tcp,0.25,0.0,255,0,http,0.0,924,1,94,0.0,0.0,normal
0,0.01,0.0,SF,3,0.02,tcp,0.0,0.0,255,0,http,0.0,1399,1,77,0.0,0.0,normal
0,0.1,0.0,SF,1,0.15,tcp,0.0,0.15,13,0,http,0.0,1668,1,10,0.0,0.0,normal
0,0.03,0.0,SF,16,0.02,tcp,0.0,0.0,255,0,http,0.0,12067,1,39,0.0,0.0,normal
7,0.0,0.02,SF,1,0.0,tcp,1.0,0.01,140,0,smtp,0.0,1383,1,255,0.0,0.0,normal
0,0.0,0.0,SF,24,0.0,tcp,0.09,0.0,255,0,http,0.0,2714,1,255,0.0,0.0,normal
46,0.02,0.0,SF,1,0.01,tcp,1.0,0.0,175,0,smtp,0.0,1381,1,50,0.0,0.0,normal
0,0.02,0.0,SF,41,0.03,tcp,0.0,0.0,255,0,http,0.0,2004,1,41,0.0,0.0,normal
0,0.0,0.0,SF,24,0.0,tcp,0.07,0.0,255,0,http,0.0,7203,1,255,0.0,0.0,normal
0,0.02,0.0,SF,3,0.04,tcp,0.0,0.01,255,0,http,0.02,5888,1,52,0.0,0.0,normal
23,0.03,0.0,SF,12,0.03,tcp,0.0,0.01,255,0,http,0.0,296,1,33,0.0,0.0,normal
0,0.05,0.14,SF,1,0.0,udp,0.0,0.0,19,0,private,0.0,146,0,22,0.0,0.0,normal
0,0.03,0.0,SF,14,0.08,tcp,0.06,0.01,93,0,http,0.0,4768,1,30,0.0,0.0,normal
0,0.04,0.0,SF,2,0.1,tcp,0.0,0.0,70,0,http,0.0,9001,1,26,0.0,0.0,normal
0,1.0,0.0,REJ,1,0.25,tcp,0.0,0.0,179,0,http,0.0,0,0,1,1.0,0.0,normal
4474,0.95,0.68,SF,1,0.0,udp,0.0,0.0,2,0,other,0.0,105,0,255,0.0,0.0,normal
0,0.02,0.0,SF,7,0.03,tcp,0.25,0.0,255,0,http,0.02,2769,1,50,0.0,0.0,normal
0,0.03,0.0,REJ,1,0.17,tcp,0.0,0.0,249,0,http,0.0,0,0,40,1.0,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.15,0.0,255,0,http,0.0,362,1,255,0.0,0.0,normal
0,0.04,0.0,SF,4,0.15,tcp,0.0,0.0,255,0,http,0.0,1108,1,25,0.84,0.0,normal
0,0.33,0.0,SF,1,0.4,tcp,0.07,0.0,5,0,http,0.0,16144,1,3,0.0,0.0,normal
0,0.01,0.0,SF,5,0.01,tcp,0.33,0.0,255,0,http,0.01,1414,1,108,0.0,0.0,normal
0,0.0,0.0,SF,32,0.02,tcp,0.0,0.0,255,0,http,0.0,17733,1,202,0.0,0.0,normal
0,0.0,0.05,SF,1,0.0,tcp,1.0,0.0,66,0,smtp,0.47,410,1,255,0.02,0.0,normal
1,0.01,0.06,SF,1,0.0,tcp,1.0,0.0,38,0,smtp,0.0,328,1,72,0.0,0.0,normal
0,0.0,0.03,SF,1,0.0,tcp,0.0,0.0,125,0,smtp,0.0,328,1,255,0.0,0.0,normal
0,0.05,0.0,SF,2,0.04,tcp,0.57,0.0,255,0,http,0.0,360,1,20,0.0,0.0,normal
0,0.0,0.01,SF,2,0.0,udp,0.5,0.0,240,0,domain_u,0.0,115,0,255,0.0,0.0,normal
0,0.2,0.0,SF,1,0.07,tcp,0.08,0.01,255,0,http,0.0,2802,1,5,0.0,0.0,normal
0,0.0,0.0,SF,6,0.0,tcp,0.0,0.0,255,0,http,0.0,2488,1,255,0.0,0.0,normal
0,0.0,0.03,SF,1,0.01,tcp,0.0,0.0,141,0,smtp,0.0,280,1,229,0.0,0.0,normal
0,0.0,0.0,SF,7,0.02,tcp,0.0,0.0,255,0,http,0.0,310,1,212,0.0,0.0,normal
0,0.0,0.0,SF,65,0.0,udp,0.01,0.0,255,0,domain_u,0.0,127,0,255,0.0,0.0,normal
0,0.01,0.03,SF,1,0.01,tcp,0.0,0.0,197,0,smtp,0.0,331,1,161,0.0,0.0,normal
0,0.0,0.29,SF,2,0.0,tcp,0.0,0.0,79,0,smtp,0.0,326,1,255,0.0,1.0,normal
0,0.01,0.01,SF,80,0.0,udp,0.02,0.0,254,0,domain_u,0.0,43,0,255,0.0,0.0,normal
0,1.0,0.0,SF,1,0.05,tcp,0.18,0.0,255,0,http,0.0,15777,1,1,0.0,0.0,normal
0,0.0,0.0,SF,9,0.0,tcp,0.19,0.0,255,0,http,0.0,1820,1,255,0.0,0.0,normal
0,0.01,0.0,SF,12,0.02,tcp,0.0,0.0,255,0,http,0.0,200,1,132,0.0,0.0,normal
0,0.02,0.0,SF,29,0.02,tcp,0.06,0.0,255,0,http,0.0,3865,1,58,0.0,0.0,normal
0,0.25,0.0,SF,1,0.01,tcp,0.0,0.0,226,0,smtp,0.0,331,1,4,0.0,0.0,normal
0,0.0,0.0,SF,15,0.0,tcp,0.0,0.0,255,0,http,0.0,2055,1,255,0.0,0.0,normal
0,0.04,0.0,SF,3,0.04,tcp,0.0,0.0,255,0,http,0.0,349,1,26,0.0,0.0,normal
0,0.0,0.01,SF,133,0.0,udp,0.01,0.0,254,0,domain_u,0.0,75,0,255,0.0,0.0,normal
