,syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
4195,0.0,0,0.0,0.01,SF,1,0.0,0,udp,0.0,0.0,184,0.8,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,147,0,0,229,0.0,0.0,normal
4197,0.0,0,0.01,0.0,SF,2,0.01,0,tcp,0.67,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,6,0.0,0.0,0.0,761,0,1,183,0.0,0.0,normal
4198,0.0,0,0.01,0.02,SF,1,0.0,0,tcp,0.0,0.0,178,0.95,0,0,272,http,0.01,1.0,0.0,1,0.0,0.0,0.0,15626,0,1,187,0.0,0.0,normal
4199,0.0,0,0.01,0.0,SF,15,0.02,0,tcp,0.0,0.0,255,1.0,0,0,297,http,0.0,1.0,0.0,15,0.0,0.0,0.0,543,0,1,143,0.0,0.0,normal
4200,0.0,0,0.01,0.0,SF,17,0.05,0,tcp,0.18,0.0,255,1.0,0,0,218,http,0.0,1.0,0.0,22,0.0,0.0,0.0,259,0,1,155,0.0,0.0,normal
4201,0.0,0,0.01,0.0,SF,17,0.01,0,tcp,0.14,0.0,255,1.0,0,0,203,http,0.0,1.0,0.0,21,0.0,0.0,0.0,983,0,1,183,0.01,0.0,normal
4202,0.0,0,0.36,0.14,SF,1,0.0,0,tcp,0.0,0.0,5,0.36,0,0,641,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,14,0.0,0.0,normal
4203,0.0,0,0.0,0.0,SF,19,0.0,0,tcp,0.07,0.0,255,1.0,0,0,312,http,0.0,1.0,0.0,30,0.0,0.0,0.0,422,0,1,255,0.0,0.0,normal
4204,0.0,0,0.02,0.0,SF,9,0.05,0,tcp,0.18,0.01,255,1.0,0,0,288,http,0.0,1.0,0.0,22,0.0,0.0,0.0,4962,0,1,63,0.0,0.0,normal
4205,0.0,6,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.0,73,0.78,0,0,1470,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,414,0,1,93,0.0,0.0,normal
4206,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1596,0,1,255,0.0,0.0,normal
4209,0.0,0,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.14,7,0.05,0,0,6,finger,0.01,1.0,0.0,1,0.0,0.0,0.0,137,0,0,137,0.0,0.0,normal
4210,0.1,0,0.02,0.0,S1,10,0.05,0,tcp,0.0,0.0,255,1.0,0,0,214,http,0.02,1.0,0.0,10,0.0,0.0,0.1,1460,0,1,53,0.0,0.0,normal
4211,0.0,0,0.0,0.01,SF,27,0.0,0,udp,0.0,0.0,217,0.85,0,0,44,domain_u,0.0,1.0,0.0,27,0.0,0.0,0.0,70,0,0,255,0.0,0.0,normal
4212,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.24,0.0,255,1.0,0,0,232,http,0.0,1.0,0.0,17,0.0,0.0,0.0,960,0,1,255,0.0,0.0,normal
4213,0.0,0,0.0,0.01,SF,68,0.0,0,udp,0.01,0.0,254,1.0,0,0,43,domain_u,0.0,1.0,0.0,148,0.0,0.0,0.0,130,0,0,255,0.0,0.0,normal
4214,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.0,255,1.0,0,0,335,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1849,0,1,255,0.0,0.0,normal
4217,0.0,70,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.0,1,0.01,0,0,175,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,15165,0,1,133,0.01,0.0,normal
4218,0.0,0,0.0,0.0,SF,24,0.0,0,tcp,0.0,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,24,0.0,0.0,0.0,11283,0,1,255,0.0,0.0,normal
4219,0.0,0,0.01,0.0,SF,5,0.02,0,tcp,0.0,0.0,255,1.0,0,0,238,http,0.0,1.0,0.0,5,0.0,0.0,0.0,6406,0,1,116,0.0,0.0,normal
4220,0.0,0,0.02,0.0,SF,5,0.03,0,tcp,0.42,0.0,255,1.0,0,0,312,http,0.0,1.0,0.0,19,0.0,0.0,0.05,1373,0,1,51,0.0,0.0,normal
4221,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.0,0.0,255,1.0,0,0,335,http,0.0,1.0,0.0,12,0.0,0.0,0.0,18840,0,1,255,0.0,0.0,normal
4222,0.33,0,0.01,0.0,SF,3,0.01,0,tcp,0.5,0.0,255,1.0,0,0,300,http,0.01,1.0,0.0,6,0.0,0.0,0.33,2651,0,1,152,0.01,0.0,normal
4223,0.0,0,0.33,0.0,SF,3,0.07,0,tcp,0.0,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,3,0.0,0.0,0.0,2963,0,1,3,0.0,0.0,normal
4224,0.0,0,0.01,0.01,SF,142,0.0,0,udp,0.0,0.0,254,1.0,0,0,46,domain_u,0.0,0.99,0.0,141,0.0,0.0,0.0,82,0,0,255,0.0,0.01,normal
4225,0.0,0,0.01,0.0,SF,21,0.03,0,tcp,0.0,0.01,255,1.0,0,0,235,http,0.0,1.0,0.0,21,0.0,0.0,0.0,446,0,1,91,0.0,0.0,normal
4228,0.0,0,0.0,0.0,SF,42,0.0,0,tcp,0.0,0.0,255,1.0,0,0,231,http,0.0,1.0,0.0,42,0.0,0.0,0.0,655,0,1,255,0.0,0.0,normal
4229,0.0,0,0.01,0.0,SF,3,0.01,0,tcp,0.25,0.0,255,1.0,0,0,289,http,0.0,1.0,0.0,8,0.0,0.0,0.0,765,0,1,175,0.0,0.0,normal
4230,0.0,0,0.0,0.01,SF,3,0.0,0,tcp,0.0,0.0,251,0.98,0,0,307,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1380,0,1,255,0.0,0.0,normal
4233,0.0,0,0.0,0.0,SF,18,0.0,0,tcp,0.15,0.0,255,1.0,0,0,206,http,0.0,1.0,0.0,27,0.0,0.0,0.0,285,0,1,255,0.0,0.0,normal
4234,0.0,0,0.03,0.0,SF,12,0.04,0,tcp,0.22,0.0,255,1.0,0,0,197,http,0.0,1.0,0.0,18,0.0,0.0,0.0,2622,0,1,32,0.0,0.0,normal
4237,0.0,0,0.0,0.0,SF,16,0.0,0,tcp,0.12,0.0,255,1.0,0,0,519,http,0.0,1.0,0.0,17,0.0,0.0,0.0,9166,0,1,255,0.0,0.0,normal
4239,0.0,0,0.0,0.01,SF,73,0.0,0,udp,0.01,0.0,179,0.78,0,0,44,domain_u,0.0,1.0,0.0,153,0.0,0.0,0.0,139,0,0,229,0.0,0.0,normal
4241,0.0,0,0.04,0.0,SF,3,0.03,0,tcp,0.0,0.0,228,1.0,0,0,286,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1630,0,1,27,0.0,0.0,normal
4242,0.0,0,0.0,0.03,SF,1,0.02,0,tcp,0.0,0.0,126,0.46,0,0,2171,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,338,0,1,218,0.0,0.0,normal
4243,0.0,0,0.05,0.0,SF,2,0.02,0,tcp,0.0,0.0,255,1.0,0,0,331,http,0.0,1.0,0.0,2,0.0,0.0,0.0,8415,0,1,20,0.0,0.0,normal
4245,0.0,0,0.01,0.0,SF,21,0.01,0,tcp,0.09,0.0,255,1.0,0,0,297,http,0.0,1.0,0.0,23,0.0,0.0,0.0,2542,0,1,143,0.0,0.0,normal
4246,0.0,0,0.41,0.03,SF,20,0.0,0,tcp,0.0,0.0,104,0.41,0,0,4539,ftp_data,0.0,1.0,0.0,20,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
4247,0.0,0,0.01,0.0,SF,2,0.04,0,tcp,0.16,0.0,255,1.0,0,0,307,http,0.0,1.0,0.0,44,0.0,0.0,0.0,633,0,1,97,0.0,0.0,normal
4248,0.0,0,0.02,0.0,SF,7,0.02,0,tcp,0.0,0.01,255,1.0,0,0,188,http,0.0,1.0,0.0,7,0.0,0.0,0.0,733,0,1,41,0.0,0.0,normal
4249,0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.33,0.0,255,1.0,0,0,358,http,0.0,1.0,0.0,6,0.0,0.0,0.0,11355,0,1,255,0.0,0.0,normal
4251,0.0,0,0.35,0.08,SF,1,0.05,0,tcp,0.0,0.0,39,0.35,0,0,383,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,79,0.0,0.0,normal
4252,0.0,0,0.01,0.0,SF,37,0.01,0,tcp,0.0,0.0,255,1.0,0,0,247,http,0.0,1.0,0.0,37,0.07,0.0,0.0,756,0,1,75,0.19,0.0,normal
4253,0.0,0,0.02,0.0,SF,20,0.05,0,tcp,0.0,0.0,255,1.0,0,0,221,http,0.0,1.0,0.0,20,0.0,0.0,0.0,6480,0,1,49,0.0,0.0,normal
4254,0.0,0,0.0,0.0,SF,2,0.0,0,tcp,0.67,0.0,255,1.0,0,0,178,http,0.0,1.0,0.0,3,0.0,0.0,0.0,368,0,1,255,0.0,0.0,normal
4257,0.0,0,0.03,0.0,SF,8,0.02,0,tcp,0.0,0.0,255,1.0,0,0,313,http,0.0,1.0,0.0,8,0.0,0.0,0.0,1920,0,1,36,0.0,0.0,normal
4258,0.0,0,0.0,0.0,SF,19,0.0,0,tcp,0.07,0.0,255,1.0,0,0,314,http,0.0,1.0,0.0,27,0.0,0.0,0.0,810,0,1,255,0.0,0.0,normal
4259,0.0,0,0.01,0.0,SF,11,0.02,0,tcp,0.0,0.0,255,1.0,0,0,212,http,0.0,1.0,0.0,11,0.0,0.0,0.0,5415,0,1,175,0.0,0.0,normal
4260,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.12,0.0,255,1.0,0,0,316,http,0.0,1.0,0.0,24,0.0,0.0,0.0,7333,0,1,255,0.0,0.0,normal
4261,0.0,0,0.11,0.03,SF,2,0.0,0,tcp,0.0,0.0,22,0.11,0,0,383,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,197,0.0,0.0,normal
4262,0.0,0,0.0,0.0,SF,24,0.0,0,tcp,0.08,0.0,255,1.0,0,0,311,http,0.0,1.0,0.0,25,0.0,0.0,0.0,1115,0,1,255,0.0,0.0,normal
4263,0.0,1,0.02,0.06,SF,1,0.01,0,tcp,0.0,0.0,206,0.86,0,0,1132,smtp,0.0,1.0,0.0,1,0.05,0.0,0.0,331,0,1,64,0.02,0.0,normal
4265,0.0,0,0.82,0.27,SF,3,0.02,0,tcp,0.0,0.0,85,0.82,0,0,59,ftp_data,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0,1,11,0.0,0.0,normal
4266,0.0,0,0.0,0.0,SF,25,0.0,0,tcp,0.1,0.0,255,1.0,0,0,250,http,0.0,1.0,0.0,50,0.0,0.0,0.0,608,0,1,255,0.0,0.0,normal
4268,0.0,0,0.5,0.0,SF,2,0.02,0,tcp,0.27,0.0,255,1.0,0,0,264,http,0.0,1.0,0.0,11,0.0,0.0,0.0,1446,0,1,2,0.0,0.0,normal
4270,0.0,13,0.01,0.02,SF,1,0.0,0,tcp,0.0,0.0,110,0.61,0,0,1676,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,366,0,1,179,0.0,0.0,normal
4271,0.0,0,0.0,0.01,SF,11,0.0,0,udp,0.22,0.0,254,1.0,0,0,46,domain_u,0.0,1.0,0.0,18,0.0,0.0,0.0,46,0,0,255,0.0,0.0,normal
4272,0.0,0,0.0,0.0,SF,22,0.0,0,tcp,0.0,0.0,255,1.0,0,0,257,http,0.0,1.0,0.0,22,0.0,0.0,0.0,3085,0,1,255,0.0,0.0,normal
4273,0.0,0,0.1,0.1,SF,2,0.04,0,tcp,0.0,0.0,54,0.1,0,0,319,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,58,0.0,0.0,normal
4274,0.0,0,0.01,0.03,SF,1,0.0,0,tcp,0.0,0.0,95,0.52,0,0,1103,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,331,0,1,184,0.0,0.0,normal
4275,0.0,0,0.01,0.0,SF,26,0.02,0,tcp,0.0,0.0,255,1.0,0,0,194,http,0.0,1.0,0.0,26,0.0,0.0,0.0,321,0,1,191,0.0,0.0,normal
4276,0.0,25,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.0,21,0.19,0,1,134,telnet,0.0,1.0,0.0,1,0.1,0.0,0.0,1004,0,1,111,0.02,0.0,normal
4278,0.0,0,0.0,0.01,SF,143,0.0,0,udp,0.01,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,148,0.0,0.0,0.0,78,0,0,255,0.0,0.0,normal
4279,0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.06,0.0,255,1.0,0,0,247,http,0.0,1.0,0.0,31,0.0,0.0,0.0,589,0,1,255,0.0,0.0,normal
4281,0.0,0,0.0,0.0,SF,6,0.01,0,tcp,0.21,0.0,255,1.0,0,0,241,http,0.0,1.0,0.0,29,0.0,0.0,0.0,2474,0,1,250,0.0,0.0,normal
4282,0.0,0,0.0,0.0,SF,38,0.0,0,tcp,0.05,0.0,255,1.0,0,0,225,http,0.0,1.0,0.0,39,0.0,0.0,0.0,1905,0,1,255,0.0,0.0,normal
4283,0.0,0,0.0,0.0,SF,17,0.0,0,tcp,0.04,0.0,255,1.0,0,0,227,http,0.0,1.0,0.0,45,0.0,0.0,0.0,573,0,1,255,0.0,0.0,normal
4284,0.0,0,0.17,0.07,SF,1,0.0,0,tcp,0.0,0.0,7,0.17,0,0,172,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,41,0.0,0.0,normal
4285,0.0,0,0.08,0.0,SF,3,0.08,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,3,0.0,0.0,0.0,3783,0,1,13,0.0,0.0,normal
4286,0.0,0,0.01,0.0,SF,17,0.01,0,tcp,0.0,0.01,255,1.0,0,0,333,http,0.0,1.0,0.0,17,0.0,0.0,0.0,920,0,1,134,0.0,0.0,normal
4287,0.0,0,0.0,0.0,SF,8,0.0,0,tcp,0.0,0.0,255,1.0,0,0,314,http,0.0,1.0,0.0,8,0.0,0.0,0.0,5422,0,1,255,0.0,0.0,normal
4288,0.0,0,0.0,0.0,SF,13,0.0,0,tcp,0.17,0.0,246,1.0,0,0,202,http,0.0,1.0,0.0,24,0.0,0.0,0.0,421,0,1,246,0.0,0.0,normal
4289,0.0,0,0.02,0.0,SF,28,0.01,0,tcp,0.1,0.0,255,1.0,0,0,294,http,0.0,1.0,0.04,42,0.01,0.02,0.0,9833,0,1,58,0.02,0.0,normal
4290,0.0,0,0.06,0.0,SF,7,0.06,0,tcp,0.25,0.0,255,1.0,0,0,346,http,0.0,1.0,0.0,8,0.0,0.0,0.0,465,0,1,16,0.0,0.0,normal
4291,0.0,0,0.06,0.0,SF,1,0.01,0,tcp,0.0,0.0,255,1.0,0,0,276,http,0.0,1.0,0.0,1,0.0,0.0,0.0,345,0,1,18,0.0,0.0,normal
4293,0.0,0,0.0,0.0,SF,43,0.0,0,udp,0.02,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,109,0.0,0.0,0.0,127,0,0,255,0.0,0.0,normal
4294,0.0,0,0.5,0.0,SF,2,0.04,0,tcp,0.0,0.0,255,1.0,0,0,194,http,0.0,1.0,0.0,2,0.0,0.0,0.0,7197,0,1,2,0.0,0.0,normal
4295,0.0,0,0.06,0.0,SF,3,0.09,0,tcp,0.0,0.01,106,1.0,0,0,344,http,0.0,1.0,0.0,3,0.0,0.0,0.0,10714,0,1,16,0.0,0.0,normal
4296,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.15,0.0,255,1.0,0,0,360,http,0.0,1.0,0.0,13,0.0,0.0,0.0,269,0,1,255,0.0,0.0,normal
4298,0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.33,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,6,0.0,0.0,0.0,955,0,1,255,0.0,0.0,normal
4300,0.0,0,0.01,0.01,SF,6,0.0,0,udp,0.0,0.0,244,0.96,0,0,105,private,0.0,0.33,0.0,2,0.0,0.0,0.0,146,0,0,255,0.0,0.33,normal
4301,0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.14,0.0,255,1.0,0,0,294,http,0.0,1.0,0.0,14,0.0,0.0,0.0,655,0,1,255,0.0,0.0,normal
4303,0.0,0,0.02,0.0,SF,3,0.03,0,tcp,0.5,0.0,255,1.0,0,0,186,http,0.0,1.0,0.0,4,0.01,0.0,0.0,4841,0,1,53,0.0,0.0,normal
4304,0.0,0,0.0,0.01,SF,152,0.0,0,udp,0.0,0.0,203,0.8,0,0,45,domain_u,0.0,1.0,0.0,152,0.0,0.0,0.0,71,0,0,255,0.0,0.0,normal
4305,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.36,0.0,255,1.0,0,0,212,http,0.0,1.0,0.0,11,0.0,0.0,0.0,728,0,1,255,0.0,0.0,normal
4306,0.0,0,0.0,0.01,SF,107,0.0,0,udp,0.0,0.0,254,1.0,0,0,44,domain_u,0.0,1.0,0.0,107,0.0,0.0,0.0,44,0,0,255,0.0,0.0,normal
4307,0.0,0,0.08,0.0,SF,13,0.02,0,tcp,0.0,0.0,255,1.0,0,0,204,http,0.0,1.0,0.0,13,0.0,0.0,0.0,1487,0,1,13,0.0,0.0,normal
4308,0.03,0,0.0,0.0,SF,35,0.0,0,tcp,0.0,0.0,255,1.0,0,0,213,http,0.0,1.0,0.0,35,0.0,0.0,0.03,810,0,1,255,0.0,0.0,normal
4309,0.0,0,0.01,0.0,SF,6,0.04,0,tcp,0.0,0.0,255,1.0,0,0,259,http,0.0,1.0,0.0,6,0.0,0.0,0.0,5170,0,1,68,0.0,0.0,normal
4311,0.0,0,0.02,0.0,SF,20,0.02,0,tcp,0.0,0.0,255,1.0,0,0,195,http,0.0,1.0,0.0,20,0.0,0.0,0.0,1254,0,1,50,0.0,0.0,normal
4313,0.0,0,0.01,0.02,SF,1,0.01,0,tcp,0.0,0.0,178,0.69,0,0,11600,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,1431,0,1,196,0.0,0.0,normal
4315,0.0,0,0.0,0.01,SF,8,0.0,0,udp,0.0,0.0,253,0.99,0,0,46,domain_u,0.0,1.0,0.0,8,0.0,0.0,0.0,76,0,0,255,0.0,0.0,normal
4318,0.0,0,0.01,0.0,SF,9,0.04,0,tcp,0.06,0.0,255,1.0,0,0,336,http,0.0,1.0,0.0,35,0.0,0.0,0.0,1352,0,1,75,0.0,0.0,normal
4319,0.0,10,0.21,0.21,SF,2,0.0,0,udp,0.0,0.0,12,0.86,0,0,105,private,0.0,1.0,0.0,2,0.0,0.0,0.0,146,0,0,14,0.0,0.0,normal
4320,0.0,0,0.08,0.0,SF,3,0.04,0,tcp,0.0,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,3,0.0,0.0,0.0,2516,0,1,12,0.0,0.0,normal
4323,0.0,0,0.25,0.0,SF,4,0.01,0,tcp,0.0,0.0,255,1.0,0,0,229,http,0.0,1.0,0.0,4,0.0,0.0,0.0,1157,0,1,4,0.0,0.0,normal
4324,0.0,0,0.0,0.01,SF,12,0.0,0,udp,0.09,0.0,251,0.98,0,0,45,domain_u,0.0,1.0,0.0,23,0.0,0.0,0.0,114,0,0,255,0.0,0.0,normal
4326,0.0,0,0.5,0.0,SF,2,0.04,0,tcp,0.1,0.0,255,1.0,0,0,196,http,0.0,1.0,0.0,20,0.0,0.0,0.0,30427,0,1,2,0.0,0.0,normal
4327,0.0,0,0.2,0.0,SF,4,0.07,0,tcp,0.09,0.0,255,1.0,0,0,231,http,0.0,1.0,0.0,23,0.0,0.0,0.0,5370,0,1,5,0.0,0.0,normal
4328,0.0,0,0.14,0.0,SF,3,0.05,0,tcp,0.0,0.0,255,1.0,0,0,216,http,0.0,1.0,0.0,3,0.0,0.0,0.0,2075,0,1,7,0.0,0.0,normal
4329,0.0,0,0.02,0.09,SF,1,0.0,0,tcp,0.0,0.0,15,0.23,0,0,727,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,328,0,1,65,0.0,0.0,normal
4330,0.17,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.0,255,1.0,0,0,322,http,0.0,1.0,0.0,6,0.0,0.0,0.17,322,0,1,255,0.0,0.0,normal
4331,0.0,0,0.0,0.01,SF,2,0.0,0,udp,0.5,0.0,236,0.93,0,0,43,domain_u,0.0,1.0,0.0,4,0.0,0.0,0.0,107,0,0,255,0.02,0.0,normal
4332,0.0,0,0.0,0.02,SF,3,0.0,0,tcp,0.0,0.0,215,0.84,0,0,302,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1075,0,1,255,0.0,0.0,normal
4334,0.0,0,0.01,0.0,SF,5,0.02,0,tcp,0.0,0.0,255,1.0,0,0,316,http,0.0,1.0,0.0,5,0.0,0.0,0.0,267,0,1,173,0.0,0.0,normal
4335,0.0,5,0.02,0.01,SF,2,0.0,0,udp,0.0,0.0,234,0.92,0,0,105,private,0.0,1.0,0.0,2,0.0,0.0,0.0,145,0,0,255,0.0,0.0,normal
4337,0.0,0,0.0,0.01,SF,165,0.0,0,udp,0.0,0.0,254,1.0,0,0,43,domain_u,0.0,1.0,0.0,165,0.0,0.0,0.0,71,0,0,255,0.0,0.0,normal
4338,0.0,0,0.01,0.0,SF,3,0.05,0,tcp,0.0,0.0,255,1.0,0,0,326,http,0.0,1.0,0.0,3,0.0,0.0,0.0,982,0,1,157,0.0,0.0,normal
4339,0.0,0,0.04,0.0,SF,5,0.07,0,tcp,0.06,0.0,255,1.0,0,0,230,http,0.0,1.0,0.0,32,0.0,0.0,0.0,15121,0,1,26,0.0,0.0,normal
4340,0.0,0,0.0,0.0,SF,2,0.0,0,tcp,0.0,0.0,255,1.0,0,0,161,http,0.0,1.0,0.0,2,0.0,0.0,0.0,15087,0,1,255,0.0,0.0,normal
4341,0.0,0,0.01,0.0,SF,4,0.01,0,tcp,0.24,0.0,255,1.0,0,0,226,http,0.0,1.0,0.0,17,0.0,0.0,0.0,383,0,1,72,0.0,0.0,normal
4342,0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.33,0.0,255,1.0,0,0,245,http,0.0,1.0,0.0,9,0.0,0.0,0.0,357,0,1,255,0.0,0.0,normal
4343,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.15,0.0,255,1.0,0,0,266,http,0.0,1.0,0.0,13,0.09,0.0,0.0,771,0,1,255,0.09,0.0,normal
4344,0.0,0,0.04,0.13,SF,1,0.0,0,tcp,0.0,0.0,21,0.91,0,0,1012,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,331,0,1,23,0.0,0.0,normal
4345,0.0,0,0.0,0.0,SF,17,0.0,0,tcp,0.0,0.0,255,1.0,0,0,228,http,0.0,1.0,0.0,17,0.0,0.0,0.0,1247,0,1,255,0.0,0.0,normal
4346,0.0,0,0.09,0.27,SF,1,0.04,0,tcp,0.0,0.0,185,0.64,0,0,1020,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,326,0,1,11,0.0,0.0,normal
4347,0.0,0,0.02,0.0,SF,1,0.02,0,tcp,0.0,0.01,255,1.0,0,0,281,http,0.02,1.0,0.0,1,0.0,0.0,0.0,758,0,1,44,0.0,0.0,normal
4348,0.0,0,0.01,0.0,SF,5,0.01,0,tcp,0.0,0.0,255,1.0,0,0,333,http,0.0,1.0,0.0,5,0.0,0.0,0.0,5726,0,1,99,0.0,0.0,normal
4349,0.0,0,0.01,0.0,SF,1,0.02,0,tcp,0.0,0.0,255,1.0,0,0,261,http,0.01,1.0,0.0,1,0.0,0.0,0.0,18736,0,1,125,0.0,0.0,normal
4350,0.07,0,0.01,0.0,SF,15,0.04,0,tcp,0.09,0.0,255,1.0,0,0,302,http,0.01,1.0,0.0,23,0.0,0.0,0.09,1651,0,1,134,0.0,0.0,normal
4352,0.0,0,0.47,0.04,SF,2,0.0,0,tcp,0.0,0.0,116,0.45,0,0,383,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
4353,0.0,0,0.01,0.0,SF,2,0.03,0,tcp,0.07,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,44,0.0,0.0,0.0,8611,0,1,137,0.0,0.0,normal
4354,0.0,0,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.01,125,0.66,0,0,867,smtp,0.01,1.0,0.0,1,0.0,0.0,0.0,330,0,1,188,0.0,0.0,normal
4355,0.0,0,0.25,0.0,SF,3,0.06,0,tcp,0.19,0.0,255,1.0,0,0,292,http,0.0,1.0,0.0,16,0.0,0.0,0.0,2367,0,1,4,0.0,0.0,normal
4356,0.0,0,0.0,0.0,SF,11,0.0,0,tcp,0.0,0.0,255,1.0,0,0,300,http,0.0,1.0,0.0,11,0.0,0.0,0.0,13020,0,1,255,0.0,0.0,normal
4358,0.0,0,0.01,0.0,SF,13,0.0,0,tcp,0.12,0.0,255,1.0,0,0,288,http,0.0,1.0,0.0,48,0.0,0.0,0.0,475,0,1,255,0.0,0.0,normal
4359,0.0,0,0.02,0.0,SF,1,0.04,0,tcp,0.05,0.0,55,1.0,0,0,244,http,0.0,1.0,0.0,43,0.0,0.0,0.0,4297,0,1,52,0.0,0.0,normal
4360,0.0,0,0.5,0.0,SF,2,0.03,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,2,0.0,0.0,0.0,3295,0,1,2,0.0,0.0,normal
4361,0.0,0,0.0,0.0,SF,8,0.0,0,tcp,0.0,0.0,255,1.0,0,0,244,http,0.0,1.0,0.0,8,0.0,0.0,0.0,1610,0,1,255,0.0,0.0,normal
4362,0.0,4,0.01,0.02,SF,1,0.02,0,tcp,0.0,0.0,124,0.57,0,0,1057,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,372,0,1,194,0.0,0.0,normal
4364,0.0,0,0.09,0.0,SF,1,0.06,0,tcp,0.4,0.01,255,1.0,0,0,322,http,0.0,1.0,0.0,5,0.0,0.0,0.0,2514,0,1,11,0.0,0.0,normal
4365,0.0,0,0.24,0.03,SF,8,0.03,0,tcp,0.0,0.0,75,0.24,0,0,12165,ftp_data,0.0,1.0,0.0,8,0.0,0.0,0.0,0,0,1,215,0.0,0.0,normal
4366,0.0,0,0.0,0.0,SF,13,0.0,0,tcp,0.1,0.0,255,1.0,0,0,218,http,0.0,1.0,0.0,68,0.0,0.0,0.0,292,0,1,255,0.0,0.0,normal
4367,0.0,0,0.0,0.0,SF,16,0.0,0,tcp,0.0,0.0,255,1.0,0,0,296,http,0.0,1.0,0.0,16,0.0,0.0,0.0,1415,0,1,255,0.0,0.0,normal
4368,0.0,0,0.07,0.0,SF,14,0.01,0,tcp,0.12,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,16,0.06,0.0,0.0,5773,0,1,14,0.0,0.0,normal
4369,0.0,0,0.04,0.0,SF,3,0.01,0,tcp,0.5,0.0,255,1.0,0,0,225,http,0.0,1.0,0.0,4,0.0,0.0,0.0,3895,0,1,27,0.0,0.0,normal
4371,0.0,0,0.14,0.0,SF,4,0.02,0,tcp,0.0,0.0,255,1.0,0,0,224,http,0.0,1.0,0.0,4,0.0,0.0,0.0,7877,0,1,7,0.0,0.0,normal
