,syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
1236,0.0,0,0.06,0.0,REJ,1,0.09,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,0.66,1.0,0.0,0,0,0,18,1.0,0.0,normal
1237,0.0,0,0.01,0.01,SF,2,0.0,0,udp,0.0,0.0,252,0.99,0,0,105,private,0.0,1.0,0.0,2,0.0,0.0,0.0,146,0,0,255,0.0,0.0,normal
1238,0.0,0,0.0,0.0,SF,10,0.0,0,tcp,0.0,0.0,255,1.0,0,0,244,http,0.0,1.0,0.0,10,0.01,0.0,0.0,263,0,1,255,0.01,0.0,normal
1239,0.0,0,0.01,0.04,SF,1,0.01,0,tcp,1.0,0.0,172,0.88,0,0,771,smtp,0.0,1.0,0.0,2,0.0,0.0,0.0,374,0,1,112,0.0,0.0,normal
1241,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.0,255,1.0,0,0,254,http,0.0,1.0,0.0,6,0.0,0.0,0.0,5918,0,1,255,0.0,0.0,normal
1242,0.0,0,0.04,0.0,SF,7,0.0,0,tcp,0.0,0.0,24,1.0,0,0,330,http,0.0,1.0,0.0,7,0.0,0.0,0.0,13508,0,1,24,0.0,0.0,normal
1243,0.0,0,0.33,0.0,REJ,1,0.26,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,1.0,1.0,0.0,0,0,0,3,1.0,0.0,normal
1244,0.0,4468,1.0,0.0,SF,1,0.0,0,tcp,0.0,0.0,1,1.0,0,1,166,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,23376,0,1,1,0.0,0.0,normal
1245,0.0,0,0.17,0.0,SF,6,0.02,0,tcp,0.0,0.0,255,1.0,0,0,322,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1408,0,1,6,0.0,0.0,normal
1246,0.0,0,1.0,0.0,SF,2,0.0,0,icmp,0.0,0.0,48,1.0,0,0,30,ecr_i,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,48,0.0,0.0,normal
1247,0.0,0,0.0,0.0,SF,169,0.0,0,udp,0.0,0.0,255,1.0,0,0,45,domain_u,0.0,1.0,0.0,169,0.0,0.0,0.0,130,0,0,255,0.0,0.0,normal
1248,0.0,0,0.01,0.0,SF,8,0.02,0,tcp,0.0,0.0,255,1.0,0,0,298,http,0.01,1.0,0.0,8,0.0,0.0,0.0,3571,0,1,169,0.0,0.0,normal
1249,0.0,0,0.0,0.01,SF,1,0.0,0,tcp,0.0,0.0,247,0.97,0,0,252,http,0.0,1.0,0.0,1,0.0,0.0,0.0,273544,0,1,255,0.0,0.0,normal
1250,0.0,0,0.44,0.06,SF,15,0.02,0,tcp,0.0,0.0,91,0.44,0,0,4539,ftp_data,0.0,1.0,0.0,15,0.0,0.0,0.0,0,0,0,80,0.0,0.0,normal
1251,0.0,0,0.33,0.0,SF,3,0.02,0,tcp,0.29,0.0,255,1.0,0,0,197,http,0.0,1.0,0.0,7,0.0,0.0,0.0,18881,0,1,3,0.0,0.0,normal
1252,0.0,0,0.01,0.0,SF,1,0.04,0,tcp,1.0,0.0,255,1.0,0,0,259,http,0.0,1.0,0.0,2,0.0,0.0,0.0,1541,0,1,79,0.0,0.0,normal
1253,0.0,0,0.03,0.05,SF,1,0.05,0,tcp,0.0,0.0,39,0.97,0,0,1193,smtp,0.0,1.0,0.0,1,0.05,0.0,0.0,333,0,1,37,0.05,0.0,normal
1254,0.0,0,0.0,0.01,SF,1,0.0,0,udp,1.0,0.0,235,0.92,0,0,46,domain_u,0.0,1.0,0.0,2,0.0,0.0,0.0,117,0,0,255,0.02,0.0,normal
1255,0.0,1,0.08,0.23,SF,1,0.02,0,tcp,0.0,0.0,100,0.31,0,0,1016,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,332,0,1,13,0.0,0.0,normal
1256,0.0,0,0.02,0.0,SF,1,0.05,0,tcp,0.67,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,3,0.0,0.0,0.0,5250,0,1,41,0.0,0.0,normal
1257,0.0,0,0.02,0.0,SF,4,0.07,0,tcp,0.0,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,4,0.0,0.0,0.0,6721,0,1,45,0.0,0.0,normal
1258,0.0,0,0.01,0.01,SF,160,0.0,0,udp,0.0,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,160,0.0,0.0,0.0,72,0,0,255,0.0,0.0,normal
1259,0.0,0,0.0,0.01,SF,2,0.0,0,udp,0.4,0.0,252,0.99,0,0,43,domain_u,0.0,1.0,0.0,5,0.0,0.0,0.0,107,0,0,255,0.0,0.0,normal
1260,0.0,0,0.04,0.0,SF,1,0.02,1,tcp,0.0,0.0,255,1.0,0,0,276,http,0.04,1.0,0.0,1,0.0,0.0,0.0,71903,0,1,24,0.0,0.0,normal
1261,0.0,0,0.98,0.68,SF,1,0.0,0,udp,0.0,0.0,3,0.01,0,0,147,other,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
1262,0.0,0,0.01,0.0,SF,1,0.02,0,tcp,0.0,0.0,255,1.0,0,0,172,http,0.0,1.0,0.0,1,0.01,0.0,0.0,15119,0,1,159,0.02,0.0,normal
1263,0.0,0,0.0,0.01,SF,204,0.0,0,udp,0.01,0.0,236,0.93,0,0,42,domain_u,0.0,1.0,0.0,206,0.0,0.0,0.0,42,0,0,255,0.0,0.0,normal
1264,0.0,0,0.0,0.0,SF,4,0.0,0,tcp,0.0,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,4,0.0,0.0,0.0,3891,0,1,255,0.0,0.0,normal
1265,0.0,0,0.01,0.0,SF,6,0.01,0,tcp,0.0,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,6,0.0,0.0,0.0,267,0,1,170,0.0,0.0,normal
1266,0.0,0,0.0,0.0,SF,23,0.0,0,tcp,0.0,0.0,255,1.0,0,0,360,http,0.0,1.0,0.0,23,0.0,0.0,0.0,1738,0,1,255,0.0,0.0,normal
1267,0.0,0,0.0,0.0,SF,13,0.0,0,tcp,0.0,0.0,255,1.0,0,0,347,http,0.0,1.0,0.0,13,0.0,0.0,0.0,807,0,1,255,0.0,0.0,normal
1268,0.0,0,0.01,0.0,SF,1,0.01,0,tcp,0.0,0.0,255,1.0,0,0,231,http,0.01,1.0,0.0,1,0.0,0.0,0.0,1225,0,1,176,0.0,0.0,normal
1269,0.0,0,0.0,0.0,SF,4,0.01,0,tcp,0.0,0.0,255,1.0,0,0,224,http,0.0,1.0,0.0,4,0.04,0.0,0.0,4114,0,1,208,0.04,0.0,normal
1270,0.0,0,0.0,0.0,SF,14,0.0,0,tcp,0.0,0.0,255,1.0,0,0,201,http,0.0,1.0,0.0,14,0.0,0.0,0.0,2435,0,1,255,0.0,0.0,normal
1272,0.0,0,0.0,0.0,SF,24,0.0,0,tcp,0.08,0.0,255,1.0,0,0,226,http,0.0,1.0,0.0,25,0.0,0.0,0.0,3709,0,1,255,0.0,0.0,normal
1273,0.0,27,0.01,0.07,SF,1,0.0,14,tcp,0.0,0.0,31,0.31,0,0,704,ftp,0.0,1.0,0.0,1,0.0,0.0,0.0,2070,1,1,100,0.0,0.0,normal
1274,0.0,0,0.0,0.0,SF,1,0.02,0,tcp,0.1,0.0,255,1.0,0,0,186,http,0.0,1.0,0.0,30,0.0,0.0,0.0,14609,0,1,205,0.0,0.0,normal
1275,0.0,0,1.0,0.0,SF,1,0.43,0,icmp,0.0,0.0,125,1.0,0,0,30,eco_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,19,0.0,0.0,normal
1276,0.0,0,0.0,0.0,SF,21,0.0,0,tcp,0.11,0.0,255,1.0,0,0,285,http,0.0,1.0,0.0,27,0.0,0.0,0.0,263,0,1,255,0.0,0.0,normal
1277,0.0,0,0.01,0.0,SF,1,0.03,0,tcp,0.6,0.0,255,1.0,0,0,272,http,0.0,1.0,0.0,5,0.0,0.0,0.0,4841,0,1,193,0.0,0.0,normal
1278,0.0,0,0.07,0.0,SF,15,0.06,0,tcp,0.0,0.0,69,1.0,0,0,201,http,0.0,1.0,0.0,15,0.0,0.0,0.0,1148,0,1,15,0.0,0.0,normal
1279,0.0,0,0.08,0.0,SF,12,0.05,0,tcp,0.21,0.0,255,1.0,0,0,286,http,0.0,1.0,0.0,14,0.0,0.0,0.0,1476,0,1,12,0.0,0.0,normal
1280,0.0,0,0.0,0.0,SF,14,0.02,0,tcp,0.0,0.0,255,1.0,0,0,370,http,0.0,1.0,0.0,14,0.0,0.0,0.0,274,0,1,243,0.0,0.0,normal
1281,0.0,0,0.01,0.01,SF,1,0.17,0,tcp,0.0,0.0,12,0.05,0,0,8,finger,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,146,0.0,0.0,normal
1282,0.0,0,0.0,0.0,SF,40,0.0,0,udp,0.0,0.0,255,1.0,0,0,43,domain_u,0.0,1.0,0.0,40,0.0,0.0,0.0,73,0,0,255,0.0,0.0,normal
1283,0.0,0,0.01,0.04,SF,1,0.01,0,tcp,1.0,0.0,203,0.79,0,0,888,smtp,0.0,1.0,0.0,2,0.0,0.0,0.0,328,0,1,95,0.0,0.0,normal
1284,0.0,0,1.0,0.0,SF,1,0.08,0,tcp,0.08,0.0,255,1.0,0,0,268,http,0.0,1.0,0.0,26,0.0,0.0,0.0,656,0,1,1,0.0,0.0,normal
1285,0.0,0,0.0,0.01,SF,254,0.0,0,udp,0.0,0.0,234,0.92,0,0,46,domain_u,0.0,1.0,0.0,254,0.0,0.0,0.0,77,0,0,255,0.0,0.0,normal
1286,0.0,0,0.05,0.02,SF,2,0.11,0,tcp,0.0,0.0,18,0.05,0,0,383,ftp_data,0.01,1.0,0.0,2,0.0,0.0,0.0,0,0,0,166,0.0,0.0,normal
1287,0.0,0,0.0,0.02,SF,7,0.0,0,tcp,0.0,0.0,246,0.96,0,0,257,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1650,0,1,255,0.0,0.0,normal
1288,0.0,0,0.0,0.0,SF,1,0.01,0,tcp,0.1,0.01,255,1.0,0,0,160,http,0.01,1.0,0.0,21,0.0,0.0,0.0,584,0,1,200,0.0,0.0,normal
1289,0.0,0,0.12,0.0,SF,8,0.04,0,tcp,0.2,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,15,0.0,0.0,0.0,10561,0,1,8,0.0,0.0,normal
1290,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.15,0.0,255,1.0,0,0,292,http,0.0,1.0,0.0,13,0.0,0.0,0.0,263,0,1,255,0.0,0.0,normal
1291,0.0,0,0.03,0.0,SF,7,0.06,0,tcp,0.0,0.0,255,1.0,0,0,300,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1444,0,1,31,0.0,0.0,normal
1292,0.0,0,0.03,0.0,SF,7,0.03,0,tcp,0.27,0.0,255,1.0,0,0,186,http,0.0,1.0,0.0,15,0.0,0.07,0.0,14515,0,1,32,0.0,0.0,normal
1293,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.25,0.0,255,1.0,0,0,334,http,0.0,1.0,0.0,12,0.0,0.0,0.0,479,0,1,255,0.0,0.0,normal
1294,0.0,0,0.01,0.0,SF,2,0.02,0,tcp,0.0,0.0,175,1.0,0,0,318,http,0.0,1.0,0.0,2,0.0,0.0,0.0,760,0,1,90,0.0,0.0,normal
1295,0.0,0,0.02,0.0,SF,1,0.02,0,tcp,0.1,0.0,255,1.0,0,0,305,http,0.0,1.0,0.0,20,0.0,0.0,0.0,928,0,1,66,0.0,0.0,normal
1296,0.0,0,0.17,0.02,SF,1,0.05,0,tcp,0.0,0.0,44,0.17,0,0,740,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,197,0.0,0.0,normal
1297,0.0,0,0.01,0.0,SF,2,0.02,0,tcp,0.5,0.0,255,1.0,0,0,204,http,0.0,1.0,0.0,4,0.0,0.0,0.0,269,0,1,146,0.0,0.0,normal
1298,0.0,0,0.02,0.0,REJ,1,0.2,0,tcp,1.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,2,0.93,1.0,0.0,0,0,0,46,0.91,0.0,normal
1299,0.0,0,0.5,0.0,SF,2,0.07,0,tcp,0.0,0.0,255,1.0,0,0,286,http,0.0,1.0,0.0,2,0.0,0.0,0.0,7833,0,1,2,0.0,0.0,normal
1300,0.0,0,0.01,0.0,SF,14,0.04,0,tcp,0.19,0.01,255,1.0,0,0,258,http,0.01,1.0,0.0,16,0.0,0.0,0.0,11758,0,1,132,0.0,0.0,normal
1301,0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.29,0.0,255,1.0,0,0,355,http,0.0,1.0,0.0,7,0.0,0.0,0.0,8377,0,1,255,0.0,0.0,normal
1302,0.0,0,0.0,0.0,SF,30,0.0,0,tcp,0.0,0.0,255,1.0,0,0,276,http,0.0,1.0,0.0,30,0.0,0.0,0.0,365,0,1,255,0.0,0.0,normal
1303,0.0,0,1.0,0.0,SF,1,0.04,0,tcp,1.0,0.0,255,1.0,0,0,149,http,0.0,1.0,0.0,2,0.0,0.0,0.0,13592,0,1,1,0.0,0.0,normal
1304,0.0,0,0.25,0.0,SF,4,0.04,0,tcp,0.0,0.0,255,1.0,0,0,328,http,0.0,1.0,0.0,4,0.0,0.0,0.0,1831,0,1,4,0.0,0.0,normal
1305,0.0,0,0.0,0.01,SF,71,0.0,0,udp,0.01,0.0,254,1.0,0,0,46,domain_u,0.0,1.0,0.0,151,0.0,0.0,0.0,128,0,0,255,0.0,0.0,normal
1306,0.0,0,0.0,0.0,SF,78,0.0,0,udp,0.01,0.0,255,1.0,0,0,42,domain_u,0.0,1.0,0.0,158,0.0,0.0,0.0,132,0,0,255,0.0,0.0,normal
1307,0.0,1,0.05,0.14,SF,1,0.0,0,tcp,1.0,0.0,19,0.86,0,0,1230,smtp,0.0,1.0,0.0,2,0.0,0.0,0.0,328,0,1,22,0.0,0.0,normal
1308,0.0,29,0.06,0.02,SF,2,0.0,0,udp,0.5,0.0,240,0.94,0,0,42,domain_u,0.0,1.0,0.0,4,0.0,0.0,0.0,42,0,0,255,0.0,0.0,normal
1309,0.0,0,0.0,0.0,SF,16,0.0,0,tcp,0.0,0.0,255,1.0,0,0,330,http,0.0,1.0,0.0,16,0.0,0.0,0.0,772,0,1,255,0.0,0.0,normal
1311,0.0,0,0.09,0.0,SF,7,0.02,0,tcp,0.0,0.0,255,1.0,0,0,319,http,0.0,1.0,0.0,7,0.0,0.0,0.0,731,0,1,11,0.0,0.0,normal
1313,0.0,0,0.0,0.0,SF,1,0.0,0,tcp,0.75,0.0,255,1.0,0,0,275,http,0.0,1.0,0.0,4,0.0,0.0,0.25,337,0,1,255,0.0,0.0,normal
1314,0.0,0,0.0,0.0,SF,4,0.02,0,tcp,0.4,0.0,255,1.0,0,0,223,http,0.0,1.0,0.0,5,0.0,0.0,0.0,923,0,1,205,0.0,0.0,normal
1315,0.0,0,1.0,0.0,SF,1,0.04,0,udp,0.0,0.0,52,1.0,0,0,33,domain_u,0.0,1.0,0.0,1,0.0,0.0,0.0,93,0,0,41,0.0,0.0,normal
1316,0.0,0,0.25,0.0,SF,4,0.07,0,tcp,0.33,0.01,255,1.0,0,0,323,http,0.0,1.0,0.0,9,0.0,0.0,0.0,2996,0,1,4,0.0,0.0,normal
1317,0.0,0,0.17,0.07,SF,1,0.0,0,tcp,0.0,0.0,10,0.17,0,0,2278,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,58,0.0,0.0,normal
1318,0.0,8625,0.04,0.13,RSTR,1,0.0,0,tcp,0.0,0.0,6,0.26,0,0,1788,IRC,0.0,1.0,1.0,1,1.0,1.0,0.0,9968,0,0,23,0.26,0.0,normal
1319,0.0,0,1.0,0.0,SF,1,0.04,0,tcp,0.0,0.0,255,1.0,0,0,317,http,0.0,1.0,0.0,1,0.0,0.0,0.0,789,0,1,1,0.0,0.0,normal
1320,0.0,0,0.01,0.0,SF,23,0.02,1,tcp,0.0,0.0,255,1.0,0,0,332,http,0.01,1.0,0.0,23,0.0,0.0,0.0,1394,0,1,141,0.0,0.0,normal
1322,0.0,0,0.04,0.0,SF,3,0.04,0,tcp,0.29,0.0,255,1.0,0,0,201,http,0.0,1.0,0.0,7,0.0,0.0,0.0,7980,0,1,24,0.0,0.0,normal
1323,0.0,0,0.01,0.03,SF,3,0.0,0,tcp,0.0,0.0,73,0.6,0,0,303,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1380,0,1,122,0.0,0.0,normal
1324,0.0,0,0.01,0.0,SF,16,0.02,0,tcp,0.0,0.0,255,1.0,0,0,366,http,0.0,1.0,0.0,16,0.0,0.0,0.0,2862,0,1,197,0.0,0.0,normal
1325,0.0,0,0.14,0.0,SF,7,0.05,0,tcp,0.22,0.0,255,1.0,0,0,206,http,0.0,1.0,0.0,9,0.0,0.0,0.0,5015,0,1,7,0.0,0.0,normal
1326,0.0,0,0.12,0.0,SF,8,0.04,0,tcp,0.0,0.0,252,1.0,0,0,327,http,0.0,1.0,0.0,8,0.0,0.0,0.0,660,0,1,8,0.0,0.0,normal
1327,0.0,0,0.01,0.01,SF,2,0.0,0,udp,0.0,0.0,92,0.36,0,0,105,private,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
1328,0.0,0,0.19,0.05,SF,2,0.06,0,tcp,0.0,0.0,32,0.19,0,0,192,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,75,0.0,0.0,normal
1329,0.0,0,0.0,0.0,SF,8,0.0,0,tcp,0.0,0.0,255,1.0,0,0,218,http,0.0,1.0,0.0,8,0.0,0.0,0.0,2839,0,1,255,0.0,0.0,normal
1330,0.0,0,0.25,0.0,REJ,1,0.25,0,tcp,0.0,0.0,254,1.0,0,0,0,http,0.0,1.0,1.0,1,0.89,1.0,0.0,0,0,0,4,1.0,0.0,normal
1331,0.0,0,0.01,0.0,SF,32,0.02,0,tcp,0.0,0.0,255,1.0,0,0,205,http,0.0,1.0,0.0,32,0.0,0.0,0.0,4858,0,1,197,0.0,0.0,normal
1332,0.0,8556,0.7,0.38,SF,1,0.0,0,udp,0.0,0.0,3,0.01,0,0,146,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
1333,0.0,0,0.5,0.0,SF,2,0.05,0,tcp,0.0,0.0,255,1.0,0,0,215,http,0.0,1.0,0.0,2,0.0,0.0,0.0,4408,0,1,2,0.0,0.0,normal
1334,0.0,0,0.01,0.0,SF,1,0.03,0,tcp,0.0,0.0,255,1.0,0,0,314,http,0.0,1.0,0.0,1,0.0,0.0,0.0,2055,0,1,99,0.0,0.0,normal
1335,0.0,0,0.0,0.01,SF,300,0.0,0,udp,0.0,0.0,251,0.98,0,0,45,domain_u,0.0,1.0,0.0,300,0.0,0.0,0.0,131,0,0,255,0.0,0.0,normal
1336,0.0,0,0.01,0.0,SF,25,0.01,0,tcp,0.0,0.0,255,1.0,0,0,303,http,0.0,1.0,0.0,25,0.0,0.0,0.0,29228,0,1,134,0.0,0.0,normal
1337,0.0,0,0.04,0.11,SF,1,0.05,0,tcp,0.0,0.0,39,0.22,0,0,1684,smtp,0.04,1.0,0.0,1,0.0,0.0,0.0,330,0,1,27,0.04,0.0,normal
1338,0.0,0,0.25,0.38,SF,2,0.02,0,tcp,0.0,0.0,87,0.25,0,0,245,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,8,0.0,0.0,normal
1339,0.0,0,1.0,0.0,SF,1,0.39,0,icmp,0.0,0.0,131,1.0,0,0,30,eco_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,31,0.0,0.0,normal
1340,0.0,0,0.53,0.03,SF,17,0.0,0,tcp,0.0,0.0,46,0.53,0,0,8325,ftp_data,0.0,1.0,0.0,17,0.0,0.0,0.0,0,0,0,87,0.0,0.0,normal
1341,0.0,0,0.01,0.0,SF,15,0.01,0,tcp,0.0,0.0,255,1.0,0,0,222,http,0.0,1.0,0.0,15,0.0,0.0,0.0,6662,0,1,147,0.0,0.0,normal
1342,0.0,0,0.02,0.0,SF,7,0.05,0,tcp,0.0,0.0,255,1.0,0,0,224,http,0.0,1.0,0.0,7,0.0,0.0,0.0,347,0,1,45,0.0,0.0,normal
1343,0.0,1,0.01,0.02,SF,1,0.01,0,tcp,1.0,0.0,166,0.59,0,0,850,smtp,0.0,1.0,0.0,4,0.0,0.0,0.0,325,0,1,178,0.0,0.0,normal
1344,0.0,0,0.01,0.0,SF,7,0.0,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1863,0,1,255,0.0,0.0,normal
1345,0.0,0,0.02,0.0,SF,20,0.01,0,tcp,0.12,0.0,255,1.0,0,0,293,http,0.0,1.0,0.05,32,0.01,0.03,0.0,732,0,1,50,0.02,0.0,normal
1346,0.0,2,0.5,0.02,SF,2,0.0,0,tcp,0.0,0.0,84,0.5,0,0,2194619,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,169,0.0,0.0,normal
1347,0.0,0,0.08,0.0,SF,10,0.02,0,tcp,0.25,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,12,0.0,0.0,0.0,266,0,1,12,0.0,0.0,normal
1348,0.0,0,0.02,0.0,SF,18,0.02,0,tcp,0.08,0.0,255,1.0,0,0,227,http,0.0,1.0,0.0,24,0.0,0.0,0.0,1317,0,1,64,0.0,0.0,normal
1349,0.0,0,0.01,0.0,SF,5,0.03,0,tcp,0.27,0.0,255,1.0,0,0,223,http,0.0,1.0,0.0,11,0.0,0.0,0.0,2358,0,1,128,0.0,0.0,normal
1350,0.0,0,0.08,0.0,SF,6,0.01,0,tcp,0.0,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,6,0.0,0.0,0.0,841,0,1,12,0.0,0.0,normal
1351,0.0,0,0.06,0.0,SF,17,0.01,0,tcp,0.09,0.0,255,1.0,0,0,184,http,0.0,1.0,0.0,34,0.0,0.0,0.0,783,0,1,17,0.0,0.0,normal
1352,0.0,0,0.5,0.0,REJ,1,0.38,0,tcp,1.0,0.0,40,1.0,0,0,0,http,0.0,1.0,1.0,2,1.0,1.0,0.0,0,0,0,2,1.0,0.0,normal
1353,0.0,0,0.64,0.01,SF,12,0.01,0,tcp,0.0,0.0,138,0.64,0,0,1214,ftp_data,0.0,1.0,0.0,12,0.0,0.0,0.0,0,0,1,208,0.0,0.0,normal
1354,0.0,0,0.01,0.94,SF,1,0.0,0,icmp,0.0,0.0,1,0.01,0,0,64,ecr_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,77,0.9,0.0,normal
1355,0.0,0,0.01,0.0,SF,10,0.02,0,tcp,0.0,0.0,255,1.0,0,0,210,http,0.0,1.0,0.0,10,0.0,0.0,0.0,1801,0,1,71,0.0,0.0,normal
1356,0.0,0,0.03,0.0,SF,8,0.03,0,tcp,0.22,0.0,255,1.0,0,0,221,http,0.0,1.0,0.0,9,0.0,0.0,0.0,7473,0,1,40,0.0,0.0,normal
1357,0.0,0,0.0,0.01,SF,5,0.0,0,tcp,0.0,0.0,247,0.97,0,0,301,http,0.0,1.0,0.0,5,0.0,0.0,0.0,1380,0,1,255,0.0,0.0,normal
1358,1.0,0,0.01,0.05,S1,1,0.0,0,tcp,0.0,1.0,1,0.01,0,0,0,telnet,0.01,1.0,0.0,1,0.0,0.0,1.0,0,0,0,126,0.0,0.0,normal
1359,0.0,0,0.0,0.01,SF,142,0.0,0,udp,0.0,0.0,166,0.65,0,0,43,domain_u,0.0,1.0,0.0,142,0.0,0.0,0.0,81,0,0,255,0.0,0.0,normal
1360,0.0,0,0.01,0.06,SF,1,0.02,0,tcp,1.0,0.01,125,0.57,0,0,842,smtp,0.01,1.0,0.0,3,0.0,0.0,0.0,334,0,1,122,0.0,0.0,normal
1361,0.0,0,0.0,0.0,SF,163,0.0,0,udp,0.0,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,163,0.0,0.0,0.0,44,0,0,255,0.0,0.0,normal
1362,0.0,0,0.0,0.0,SF,5,0.0,0,tcp,0.29,0.0,255,1.0,0,0,236,http,0.0,1.0,0.0,7,0.0,0.0,0.0,667,0,1,255,0.0,0.0,normal
1363,0.0,0,0.0,0.01,SF,252,0.0,0,udp,0.0,0.0,252,0.99,0,0,46,domain_u,0.0,1.0,0.0,252,0.0,0.0,0.0,139,0,0,255,0.0,0.0,normal
1364,0.0,1,0.0,0.01,SF,1,0.0,0,udp,0.0,0.0,246,0.96,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,146,0,0,255,0.0,0.0,normal
1365,0.0,0,0.01,0.0,SF,17,0.02,0,tcp,0.0,0.0,255,1.0,0,0,215,http,0.0,1.0,0.0,17,0.0,0.0,0.0,337,0,1,83,0.0,0.0,normal
1366,0.0,0,0.0,0.0,SF,3,0.02,0,tcp,0.5,0.0,255,1.0,0,0,293,http,0.0,1.0,0.0,4,0.02,0.0,0.0,296,0,1,216,0.0,0.0,normal
1367,0.0,0,0.0,0.0,SF,17,0.0,0,tcp,0.06,0.01,255,1.0,0,0,250,http,0.01,1.0,0.0,36,0.0,0.0,0.0,2196,0,1,255,0.0,0.0,normal
1368,0.0,0,0.03,0.0,SF,9,0.01,0,tcp,0.0,0.0,255,1.0,0,0,296,http,0.0,1.0,0.0,9,0.0,0.0,0.0,1518,0,1,36,0.0,0.0,normal
1369,0.0,0,0.57,0.14,SF,6,0.04,0,tcp,0.0,0.0,49,0.57,0,0,2056,ftp_data,0.05,1.0,0.0,6,0.0,0.0,0.0,0,0,1,21,0.0,0.0,normal
1370,0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.0,0.0,255,1.0,0,0,333,http,0.0,1.0,0.0,12,0.0,0.0,0.0,1326,0,1,255,0.0,0.0,normal
1371,0.0,0,0.0,0.02,SF,6,0.0,0,tcp,0.29,0.0,242,0.95,0,0,231,http,0.0,1.0,0.0,7,0.0,0.14,0.0,2507,0,1,255,0.0,0.0,normal
1372,0.0,0,0.01,0.0,SF,33,0.02,0,tcp,0.08,0.0,231,1.0,0,0,310,http,0.0,1.0,0.0,36,0.0,0.0,0.0,362,0,1,90,0.0,0.0,normal
1373,0.0,0,0.0,0.0,SF,2,0.0,0,tcp,0.0,0.0,255,1.0,0,0,289,http,0.0,1.0,0.0,2,0.0,0.0,0.0,658,0,1,255,0.0,0.0,normal
1374,0.0,0,0.01,0.0,SF,10,0.03,0,tcp,0.05,0.0,255,1.0,0,0,242,http,0.0,1.0,0.0,38,0.0,0.0,0.0,2281,0,1,135,0.0,0.0,normal
1375,0.0,0,0.0,0.01,SF,80,0.0,0,udp,0.01,0.0,254,1.0,0,0,44,domain_u,0.0,1.0,0.0,160,0.0,0.0,0.0,127,0,0,255,0.0,0.0,normal
1376,0.0,0,0.0,0.01,SF,75,0.0,0,udp,0.01,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,155,0.0,0.0,0.0,131,0,0,255,0.0,0.0,normal
1377,0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.23,0.0,255,1.0,0,0,337,http,0.0,1.0,0.0,13,0.0,0.0,0.0,1669,0,1,255,0.0,0.0,normal
